d,c,avg_cd,min_cd,max_cd,stddev_cd
28,1056,27.769586024068,18.7882942280559,46.7867502611583,6.49284675344981
29,1115,28.4115293177914,19.7989898732233,48.5180378828328,6.58607400252015
30,1200,29.5556111944378,20.0249843945008,50.2493781056044,6.93404026177011
31,1293,30.7165622442676,20.6881608655772,51.9807656734681,7.18492980348103
32,1358,31.3563092915629,21.7485631709315,53.7121960079831,7.27194547710758
33,1452,32.5056494567899,22.2261107708929,55.4436651025164,7.61775275798209
34,1554,33.6674793777652,22.8254244210267,57.1751694356912,7.87671805760004
35,1625,34.3024602608185,23.7907545067406,58.9067059000926,7.95900373857604
36,1728,35.4532568922117,24.2280828791714,60.6382717431821,8.30174435838025
37,1839,36.6183603706494,24.7790233867277,62.3698645180507,8.56718193662937
38,1916,37.251899035652,25.6709953059869,64.1014820421494,8.64674197062928
39,2028,38.4016939205503,26.4196896272458,65.8331223625312,8.98704009550263
40,2148,39.5672271909806,26.9258240356725,67.5647837264355,9.25686280071359
41,2231,40.2014971190016,27.7488738510232,69.2964645562817,9.33396837082604
42,2352,41.3525951678274,28.4429253066558,71.028163428319,9.67323804381859
43,2481,42.5166440907149,28.9136645896019,72.759879054325,9.94677516286539
44,2570,43.149572248111,29.6816441593117,74.4916102658548,10.020843323511
45,2700,44.3035172871642,30.6267856622271,76.223356000638,10.3593378353101
46,2838,45.4680054580489,31.0644491340181,77.9551152907877,10.6368325648428
47,2933,46.0982006601772,31.7804971641414,79.6868872525461,10.7082359618092
48,3072,47.2530680181994,32.6649659421222,81.4186710773395,11.0453508924016
49,3219,48.4193515630122,33.0756708170825,83.1504660239496,11.3263667014474
50,3320,49.0485719238818,33.7490740613724,84.882271411644,11.3961084760984
51,3468,50.2029651535901,34.6698716467194,86.6140866141299,11.7319207268378
52,3624,51.3695075440576,35.2278299076171,88.3459110542191,12.0154407689062
53,3731,51.9990318970906,35.8608421540822,90.0777441991084,12.0837741967569
54,3888,53.1542476345065,36.7287353444139,91.8095855561934,12.4190170768348
55,4053,54.3199103480867,37.2558720203943,93.5414346693485,12.7046404697185
56,4166,54.9485455280858,37.8549864614954,95.2732911156112,12.7711832036409
57,4332,56.1055408093558,38.6781592116274,97.0051545022222,13.1060628524146
58,4506,57.2714674711219,39.4081209904761,98.737024463977,13.3940155582621
59,4625,57.8983356420256,39.9749921826134,100.468900660851,13.4588563549714
60,4800,59.0559550733902,40.7553677446297,102.200782775867,13.7929802804397
61,4983,60.2230159932975,41.4487635521254,103.932670513174,14.0831356328219
62,5108,60.8491978997368,41.988093550434,105.664563596316,14.1468568690476
63,5292,62.0065461524084,42.731721238443,107.396461766671,14.4801830552307
64,5484,63.173779752427,43.6004587131833,109.128364782031,14.7719570944735
65,5615,63.8001123420367,44.1134900002256,110.860272415325,14.8347560644628
66,5808,64.9580236316985,44.8218696620299,112.592184453451,15.167724264558
67,6009,66.124674872706,45.6508488420533,114.324100696222,15.4608520714746
68,6146,66.7503796806026,46.1410879802373,116.056020955399,15.522467768691
69,6348,67.909507226347,46.8187996428785,117.787945053813,15.8552364854467
70,6558,69.076334044387,47.6759897642409,119.519872824564,16.1498963091579
71,6701,69.7008043322591,48.2700735445887,121.251804110289,16.2103318964683
72,6912,70.8603798324996,48.91829923454,122.983738762488,16.5426316471766
73,7131,72.0279879636086,49.7393204617835,124.71567664091,16.8387975414563
74,7280,72.6519528417848,50.3090449124211,126.447617612986,16.8984281582441
75,7500,73.811354574924,50.9313263129874,128.179561553315,17.2301920984884
76,7728,74.9790859796831,51.720402163943,129.91150834318,17.5274901100473
77,7883,75.603134243686,52.4404424085076,131.643457870112,17.5864678153018
78,8112,76.7629447054326,53.0377224247045,133.375410027486,17.917986688138
79,8349,77.9302620557546,53.7959106252511,135.107364714141,18.2162289447592
80,8510,78.5538447740203,54.4885309033011,136.83932183404,18.2743660644186
81,8748,79.7145386266717,55.0635995917448,138.571281295945,18.605763283968
82,8994,80.8819810620167,55.7942649382533,140.303243013125,18.9050887952065
83,9161,81.5046531612341,56.6215506675683,142.035206903077,18.9623600138075
84,9408,82.665683325158,57.1751694356912,143.767172887276,19.2934410196352
85,9663,83.8336966340175,57.8791845139511,145.499140890934,19.5938605782243
86,9836,84.4559822901773,58.6770824087224,147.231110842783,19.6505254296697
87,10092,85.6168922712595,59.2114853723498,148.963082674869,19.9812229064436
88,10356,86.7849979573218,59.8915686887562,150.695056322362,20.2824786498851
89,10535,87.4073333688591,60.7124369466422,152.427031723379,20.3386562061551
90,10800,88.5685532306905,61.3269924258479,154.159008818817,20.6691757077882
91,11073,89.7363493939996,61.9838688692469,155.890987552199,20.9711275904784
92,11258,90.3583263014957,62.777384462878,157.622967869534,21.026677023528
93,11532,91.5202166923436,63.3719180710194,159.354949719173,21.3571166214051
94,11814,92.688106438879,64.007812023221,161.086933051691,21.6598745812348
95,12005,93.3093841833471,64.7765389628066,162.818917819767,21.7147617810521
96,12288,94.4715360295237,65.4904573201318,164.55090397807,22.0449751519863
97,12579,95.6398611187227,66.1059755241536,166.282891483159,22.348563548139
98,12776,96.2608343134309,66.8505796534331,168.014880293384,22.4029776930492
99,13068,97.4228983763061,67.5425791630731,169.746870368794,22.7329034837489
100,13368,98.5912952515252,68.1395626636978,171.478861671053,23.0371347143952
101,13571,99.2122997786043,68.8621812027473,173.210854163358,23.0911709406247
102,13872,100.374606724359,69.6634768009751,174.942847810363,23.4209617504042
103,14181,101.542763451337,70.2424373153438,176.67484257811,23.7257274539276
104,14390,102.163483619518,70.9436396021518,178.406838433957,23.7792764289081
105,14700,103.326316807034,71.7216843081644,180.138835346518,24.1090117713744
106,15018,104.494546162543,72.2841614740048,181.870833285604,24.4144005058202
107,15233,105.114712745042,72.9657453878188,183.602832222164,24.4674267195413
108,15552,106.27775487551,73.7631344236401,185.334832128232,24.7969928893819
109,15879,107.446327177179,74.3908596535892,187.06683297688,25.1030333285149
110,16100,108.066247795382,75.0533143838432,188.798834742167,25.1556802617274
111,16428,109.229223135878,75.8287544405155,190.530837399094,25.4850230448143
112,16764,110.397852819021,76.4395185751454,192.262840923565,25.7915730609797
113,16991,111.017793964431,77.0843693624071,193.994845292343,25.8439181966971
114,17328,112.180964731687,77.8395786216755,195.726850483014,26.1731551571129
115,17673,113.349402663866,78.5493475466219,197.45885647395,26.480128442881
116,17906,113.969112852302,79.1770168672703,199.190863244276,26.5320845515471
117,18252,115.132707577817,79.9124520960282,200.922870773837,26.8612813235137
118,18606,116.301203502746,80.6039701255465,202.654879043165,27.1687504929588
119,18845,116.920464559719,81.2157620169878,204.386888033455,27.2202835012011
120,19200,118.084230020458,81.9328993750374,206.118897726531,27.5493493569021
