d,c,avg_cd,min_cd,max_cd,stddev_cd
29,1211,27.2797298449819,19.7989898732233,35.5246393366632,2.8910787882153
30,1298,28.2552771368675,20.0249843945008,36.7423461417477,3.01267298413621
31,1389,29.2271163510891,20.6881608655772,37.973675092095,3.08085158799492
32,1476,30.1179896614838,21.7485631709315,38.7943294825416,3.18495268901515
33,1572,31.0840166359274,22.2261107708929,40.4227658628155,3.30521511514587
34,1670,32.0477690482415,22.8254244210267,42.0594816896262,3.37443898371265
35,1765,32.9465528279848,23.7907545067406,42.871902220452,3.47668124134411
36,1872,33.920902516402,24.2280828791714,44.0908153700972,3.59798931831149
37,1979,34.877228904542,24.7790233867277,45.3210767744986,3.67049359133786
38,2080,35.7677088950718,25.6709953059869,46.1410879802373,3.77134335490986
39,2196,36.7495890396192,26.4196896272458,47.7702836499847,3.89082684411825
40,2314,37.71341438184,26.9258240356725,49.4064773081425,3.96580941404512
41,2423,38.5960926728612,27.7488738510232,50.2195181179589,4.06602052208376
42,2546,39.5712640406552,28.4429253066558,51.4392845984467,4.18440121477484
43,2673,40.5425889027303,28.9136645896019,52.6687763290548,4.26138184346399
44,2792,41.43131238325,29.6816441593117,53.4883164812653,4.36223578159595
45,2924,42.3997546753348,30.6267856622271,55.1180551180827,4.47934360227415
46,3058,43.3650631085628,31.0644491340181,56.7538544946508,4.55667039597954
47,3185,44.2595379777298,31.7804971641414,57.567351858497,4.65682059497685
48,3328,45.2341645586313,32.6649659421222,58.7877538267963,4.77458666271624
49,3471,46.1940113550813,33.0756708170825,60.0166643524946,4.85351164085563
50,3604,47.0822229569827,33.7490740613724,60.8358446970205,4.9524654221893
51,3756,48.0624243596041,34.6698716467194,62.4659907469657,5.06938902834058
52,3910,49.0281016421836,35.2278299076171,64.1014820421494,5.15006140912994
53,4051,49.9104974776385,35.8608421540822,64.9153294684699,5.24832766914086
54,4210,50.8853717365465,36.7287353444139,66.1362230551458,5.36424172977414
55,4373,51.8567256326534,37.2558720203943,67.3646791723972,5.4464512297383
56,4524,52.7439870168684,37.8549864614954,68.1835757349231,5.54524283665652
57,4692,53.7136710779596,38.6781592116274,69.8140387028282,5.66006596554236
58,4862,54.6802111881136,39.4081209904761,71.449282711585,5.74232832596494
59,5021,55.5720189689176,39.9749921826134,72.2634070605587,5.84089006092968
60,5200,56.5466381799904,40.7553677446297,73.4846922834953,5.9562438417958
61,5379,57.508830435718,41.4487635521254,74.7127833774114,6.0393597979667
62,5544,58.3956231194543,41.988093550434,75.5314504031268,6.13692249434872
63,5732,59.3746837674699,42.731721238443,77.1621668954417,6.25188421786879
64,5922,60.341626435219,43.6004587131833,78.7972080723676,6.33634001613125
65,6095,61.223790646448,44.1134900002256,79.6115569499806,6.43325864925554
66,6290,62.1984482198104,44.8218696620299,80.8331615118449,6.54733872626365
67,6489,63.1699464742265,45.6508488420533,82.0609529557146,6.63302847871644
68,6672,64.056181952844,46.1410879802373,82.8794304999739,6.73042004684257
69,6876,65.0266191697119,46.8187996428785,84.5103543951864,6.84356934387589
70,7082,65.9940979819541,47.6759897642409,86.1452262171271,6.92917242588529
71,7273,66.8841006170704,48.2700735445887,86.9597608092387,7.02655614689013
72,7488,67.8586480867438,48.91829923454,88.1816307401944,7.14017197705233
73,7703,68.8225052926788,49.7393204617835,89.4091717890284,7.2262440481237
74,7900,69.7083298902496,50.3090449124211,90.2274902676562,7.32278134224894
75,8124,70.6865738518036,50.9313263129874,91.8585869693193,7.43623923491195
76,8350,71.6544323676804,51.720402163943,93.4933152690608,7.52339258645597
77,8555,72.5364157356827,52.4404424085076,94.3080060228187,7.61934194605299
78,8786,73.5109121016129,53.0377224247045,95.530099968544,7.73203034515342
79,9021,74.4825701945838,53.7959106252511,96.7574286553751,7.82020746716021
80,9236,75.3680531491804,54.4885309033011,97.5756117070244,7.91659301835286
81,9476,76.3389950307238,55.0635995917448,99.2068546018873,8.02847748103785
82,9718,77.3072000169653,55.7942649382533,100.841459727634,8.11649734375521
83,9941,78.1959019940015,56.6215506675683,101.656283622804,8.21298757805737
84,10192,79.1703671469683,57.1751694356912,102.878569196893,8.32529586437542
85,10443,80.1354645984848,57.8791845139511,104.105715501119,8.41356605902298
86,10672,81.0205875285587,58.6770824087224,104.92378186093,8.50932577948631
87,10932,81.9982204762837,59.2114853723498,106.55515003978,8.62160761772099
88,11194,82.9667713630444,59.8915686887562,108.189648303338,8.71078134471994
89,11431,83.8486124993807,60.7124369466422,109.004587059444,8.80600581279993
90,11698,84.8229853047604,61.3269924258479,110.227038425243,8.91760990762661
91,11969,85.7947926770312,61.9838688692469,111.454026396537,9.00765482373047
92,12216,86.6797022433134,62.777384462878,112.271991164315,9.10328481749785
93,12492,87.6510055731031,63.3719180710194,113.903467901553,9.21418461419029
94,12770,88.6197849368279,64.007812023221,115.537872578648,9.3040359745453
95,13025,89.5075059772536,64.7765389628066,116.352911437574,9.3998300089267
96,13312,90.4818930206467,65.4904573201318,117.575507653593,9.51112059716181
97,13599,91.447949088497,66.1059755241536,118.802356878978,9.60108967215855
98,13860,92.332540469155,66.8505796534331,119.620232402382,9.69624273945561
99,14156,93.309699977674,67.5425791630731,121.251804110289,9.80758450414212
100,14454,94.2787921810079,68.1395626636978,122.886126149375,9.89832791568934
101,14723,95.1605194751228,68.8621812027473,123.701253025182,9.99299195976193
102,15026,96.1347949389721,69.6634768009751,124.923976881942,10.1037304254983
103,15333,97.1067351581207,70.2424373153438,126.150703525585,10.1952300096458
104,15612,97.9911941458158,70.9436396021518,126.968500030519,10.2902726462657
105,15924,98.9627689817378,71.7216843081644,128.600155520901,10.4003860468121
106,16238,99.9320124149482,72.2841614740048,130.234404056685,10.4916740676032
107,16525,100.818967581335,72.9657453878188,131.049608927307,10.5869121907376
108,16848,101.793284439196,73.7631344236401,132.272446110292,10.6973889429559
109,17171,102.760103190715,74.3908596535892,133.499063667128,10.7887105078876
110,17464,103.644278124949,75.0533143838432,134.316789717444,10.8833783947955
111,17796,104.621060389399,75.8287544405155,135.948519668292,10.9939535719855
112,18130,105.590587208149,76.4395185751454,137.582702401138,11.085951613282
113,18431,106.472221704067,77.0843693624071,138.397976863826,11.1801703806851
114,18770,107.446418662283,77.8395786216755,139.620915338641,11.2902031265171
115,19113,108.418475384841,78.5493475466219,140.847435191416,11.3828679415408
116,19424,109.302571332731,79.1770168672703,141.665098030531,11.4774413041687
117,19772,110.274357538532,79.9124520960282,143.296894593009,11.5869130407266
118,20122,111.243983005679,80.6039701255465,144.931018074117,11.6793585125409
119,20441,112.130323773222,81.2157620169878,145.746355014457,11.7741433195071
120,20800,113.104578668365,81.9328993750374,146.969384566991,11.883954803427
