d,c,avg_cd,min_cd,max_cd,stddev_cd
28,1331,27.0460032509267,24.1039415863879,30.886890422961,1.25408971534576
29,1423,28.0179231752021,25.2586618806302,32.2490309931942,1.29324787922864
30,1522,29.0304968801607,26.0192236625154,33.0302891298275,1.33418164731354
31,1647,30.0270451730811,26.9814751264641,34.1467421579277,1.38385748923916
32,1749,30.9936722438582,27.367864366808,35.5668384875575,1.4178696087798
33,1842,31.9598089726178,28.2842712474619,36.6878726556883,1.46682755054006
34,1971,32.9542384582781,29.0688837074973,37.8549864614954,1.50478229338787
35,2101,33.9360157419084,29.8496231131986,39.0640499692492,1.53354577026656
36,2221,34.9458305840413,30.6757233003559,40.0124980474851,1.58017018724853
37,2363,35.938235094696,31.8904374382039,40.9389789809174,1.61654487126611
38,2473,36.8943920307521,32.5729949498047,42.2018956920184,1.64421218292791
39,2604,37.8928693417149,33.9705755029261,43.1508980207828,1.69796829472182
40,2765,38.9036311903932,34.7131099154196,44.1474801092882,1.72054314849083
41,2876,39.8610194985486,36.1247837363769,45.0555213042752,1.74157172057527
42,2990,40.8393509149279,36.8103246386119,46.3357313528124,1.80801312677586
43,3179,41.848742936959,36.7695526217005,47.5184174820669,1.83973601460506
44,3363,42.8119716190548,38.1837661840736,48.3735464897913,1.8683861753121
45,3511,43.818046260077,38.9101529166874,49.7393204617835,1.92165970714833
46,3683,44.8213457261131,40.7553677446297,50.8428952755446,1.95168283260496
47,3793,45.7823568685257,41.7372735094184,51.9807656734681,1.99638437304786
48,3936,46.7897393233267,42.485291572496,53.1507290636732,2.0429988547375
49,4160,47.7737637693552,43.3704968844029,54.3507129668048,2.07196682476968
50,4324,48.7577352644031,44.1474801092882,55.3082272360993,2.12713982595677
51,4490,49.7544744001372,45,56.1960852729085,2.18203261026614
52,4666,50.7132548830927,45.8148447558212,57.2800139664787,2.21020363827263
53,4844,51.6838756497459,46.7653718043597,58.3438085832593,2.24191379447727
54,5065,52.6933323988424,47.549973711875,59.6908703236936,2.28245550973227
55,5275,53.686543888551,48.8364617882991,60.613529842767,2.31082320021782
56,5411,54.6512128251728,49.5277699881592,61.6198020120156,2.3515186695304
57,5596,55.6497532149621,50.6951674225463,62.5619692784682,2.39948594319341
58,5873,56.6618790922253,51.662365412358,63.8200595424354,2.42745392903232
59,6083,57.6503674570558,52.4976189936268,65.00769185258,2.47379918355401
60,6253,58.6351480287777,53.3760245803301,66.1286624694618,2.5322963797402
61,6448,59.6117600738664,53.7401153701776,67.2755527662166,2.56219719237538
62,6659,60.5835952457821,55.1543289325507,68.4470598345904,2.60676978911588
63,6899,61.5840493874677,55.874860178796,69.6419413859206,2.65142008396155
64,7185,62.6030294469423,57.0175411605937,70.6045324324154,2.69181094162608
65,7356,63.571737475498,57.9827560572969,71.4702735408225,2.73380861300432
66,7476,64.5424493079289,58.8302643203309,72.4499827467198,2.78491508201036
67,7802,65.5413959199434,59.7159945073345,73.4982993000518,2.8186191603965
68,8075,66.5135184493194,60.6382717431821,74.7328575661335,2.84739640707377
69,8244,67.4869327391205,61.595454377738,75.8287544405155,2.88973362631055
70,8488,68.4745779182172,62.4419730629967,77.1816040258299,2.934434035628
71,8767,69.4663631865731,63.3245607959503,78.0896920214186,2.97074082172943
72,9098,70.4719007050963,64.2884126417817,79.1012010022604,3.00939494397509
73,9403,71.4782962307047,65.1920240520265,79.9499843652267,3.04473381219159
74,9561,72.4433938227223,66.0378679243962,81.4186710773395,3.09238511547203
75,9727,73.4257076772989,66.9626761711328,82.5711814133721,3.14947146645949
76,10075,74.4416033314653,67.9190694871477,83.7436564761773,3.17983133505808
77,10362,75.4112827230697,68.7749954561976,84.9352694703443,3.2127757346435
78,10634,76.4236686470436,69.6634768009751,85.901105930017,3.28430867239327
79,10944,77.4154190179122,70.5832841400852,86.7525215771853,3.31677796422643
80,11072,78.3437976393626,71.5332090710322,87.7325481221194,3.36287360038666
81,11388,79.3463768707804,72.3878442834154,88.8369292580512,3.40363602198069
82,11845,80.3550798809821,73.2734604068895,89.8610037780571,3.42339295856971
83,11999,81.3129487710391,74.2293742395825,90.8735385026906,3.46736195034152
84,12164,82.3003748480292,75.1332150250473,92.200867674876,3.52144181661457
85,12611,83.3032263836789,75.9868409660515,93.3166651783056,3.54549529888663
86,12983,84.2822316869956,76.909037180295,94.6731218456432,3.5818433676778
87,13313,85.2999301729771,77.8588466392869,95.5719624157629,3.63910985841172
88,13627,86.2876510572131,78.7210264160726,96.7109094156393,3.68018458907437
89,13737,87.2258269123256,79.6115569499806,97.8672570372747,3.7195998999284
90,14106,88.2346446330408,80.529497701153,99.040395798886,3.76827410174104
91,14619,89.2537452399705,81.4739222082747,100.229736106607,3.79592493054896
92,14884,90.2410921351105,82.3346828499388,101.197826063607,3.8521271146739
93,15115,91.2258883083243,83.2225930862527,102.215458713445,3.90514453501559
94,15365,92.2002467530513,84.1724420460759,103.01941564579,3.94410035796233
95,15703,93.1728819053107,85.0764362206128,104.105715501119,3.9804599981876
96,16162,94.1794415625425,85.9360227145753,105.038088329901,4.02564564303966
97,16507,95.1562438756365,86.8562030024339,106.329676008159,4.04931189534769
98,16630,96.0917013268928,87.8009111570034,107.298648640139,4.10329146731623
99,17069,97.1137111447796,88.6679197906436,108.452754690695,4.14861742615719
100,17709,98.1276343724291,89.5600357302296,109.676797910953,4.16121229609055
101,17963,99.1063594414458,90.4765162901402,110.806137014156,4.20874784610421
102,18180,100.104000393527,91.4166286842826,112.16505694734,4.26909840697321
103,18530,101.081873976117,92.2821759604746,113.163598387467,4.30660538087698
104,18885,102.055927611698,93.1718841711382,114.337220536446,4.35009177823553
105,19349,103.058419311905,94.1169485268195,115.524889093217,4.38694487458481
106,19861,104.077904692087,95.0210502993942,116.494635069603,4.43554784678367
107,20071,105.040535421871,95.885348202945,117.481913501611,4.48660668635868
108,20264,106.001633020927,96.8039255402383,118.338497539896,4.54054722822511
109,20857,107.013111883342,97.7445650662992,119.707978013163,4.56089125233171
110,21291,107.993633790123,98.6154146165801,120.420097990327,4.60006136537347
111,21519,108.965785109177,99.508793581271,121.597697346619,4.64867441385789
112,21843,109.954362536063,100.424100693011,122.59282197584,4.69215540829384
113,22272,110.937503398534,101.360741907308,123.822453537313,4.72773706160976
114,22872,111.942613703767,102.230132544177,124.75175349469,4.76521239857146
115,23459,112.960996381706,103.121287811974,125.817327900413,4.79953727783385
116,23600,113.90058671625,104.06248123123,127.29886095327,4.85194046321554
117,23768,114.866407143059,104.966661373981,128.460110540198,4.90040011292971
118,24485,115.891437192601,105.834776893042,129.657240445723,4.92728377110072
119,24956,116.88511476728,106.75204916066,130.820487692104,4.96918320675712
120,25366,117.911163551132,107.689368091748,131.791502002216,5.03241689015459
