d,c,avg_cd,min_cd,max_cd,stddev_cd
0,1,0,0,0,
1,3,1.4142135623731,1.4142135623731,1.4142135623731,2.4333494333259e-08
2,6,2.23606797749979,2.23606797749979,2.23606797749979,3.07797062095596e-08
3,12,3.21862364971568,2.82842712474619,3.74165738677394,0.391447386211628
4,22,3.99312310466098,3.3166247903554,5.3851648071345,0.498057807053152
5,34,4.70447417981545,2.82842712474619,7.07106781186548,0.807340780987289
6,49,5.657789745516,4.12310562561766,8.77496438739212,0.906933300804218
7,74,6.61678866080481,5.09901951359278,10.4880884817015,0.90007593705609
8,98,7.46625158229931,5.3851648071345,12.2065556157337,1.02040297458051
9,121,8.50977199340659,6.16441400296898,13.9283882771841,1.15699846963373
10,156,9.530420454012,7.28010988928052,15.6524758424985,1.19323201994643
11,196,10.4530770221099,7.87400787401181,17.3781471969828,1.27642013597801
12,234,11.4498219720215,8.77496438739212,19.1049731745428,1.41568311557731
13,281,12.532352643425,9.89949493661167,20.8326666559997,1.51088734459417
14,328,13.4855464722418,11.1803398874989,22.561028345357,1.57088564704504
15,372,14.5248722105676,12.0830459735946,24.2899156029822,1.72303911221598
16,422,15.5739001567417,12.4498995979887,26.0192236625154,1.85676749549422
17,476,16.5830291446703,13.0384048104053,27.7488738510232,1.96843337559215
18,537,17.5493528976973,14.6969384566991,29.4788059459674,2.08264609614095
19,610,18.5551555202721,15.556349186104,31.2089730686545,2.25682115367921
20,666,19.5308903447382,16.0312195418814,32.9393381840012,2.34617547679013
21,723,20.5726095039177,17.0293863659264,34.6698716467194,2.50043617195206
22,805,21.5696981290104,17.8044938147649,36.4005494464026,2.64674744348892
23,902,22.5087801119249,19.0262975904404,38.1313519298752,2.74903791494057
24,979,23.5023257168144,19.723082923316,39.8622628559895,2.84935889478594
25,1068,24.5851501128898,21,41.5932686861708,2.98829028575658
26,1155,25.5212771992049,21.7485631709315,43.3243580448689,3.07649354890536
27,1232,26.5606887328471,23.0217288664427,45.0555213042752,3.22809192752698
